customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
MQZU-9150,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),90.21,5853.49,No
SUDS-9473,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,108.85,314.42,No
QGHC-5167,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,One year,No,Credit card (automatic),37.5,2185.95,No
VVEX-0933,Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,42.55,2895.21,No
SCTK-0189,Female,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.83,1536.5,No
BUII-7008,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),19.35,1019.35,No
KHJY-6221,Female,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),23.52,516.38,No
ELLS-5124,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),37.2,370.94,No
LQQJ-8607,Male,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,No,Electronic check,112.24,5761.79,No
SHUQ-6455,Male,0,No,No,46,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,74.51,3174.29,No
HYRY-9899,Female,0,Yes,No,26,Yes,Yes,No,No,No,No internet service,No,Yes,No,Two year,No,Credit card (automatic),99.04,2552.46,No
PGQW-9459,Male,1,No,No,17,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,110.06,1868.87,No
GNOU-6827,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,22.86,1036.07,No
RWRT-6219,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),62.75,4025.65,No
GQNX-2124,Male,0,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),53.38,3196.89,No
KHZW-6670,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,62.68,4238.28,No
DVYM-1091,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),29.98,32.46,Yes
WCJB-6126,Male,0,Yes,No,10,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.33,1218.09,No
NTQU-8789,Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,77.95,859.0,No
YGTE-0027,Male,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.43,4151.39,No
RDRE-8048,Female,0,Yes,Yes,5,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,65.81,307.2,No
OQYX-3944,Female,0,No,No,11,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,47.8,480.14,No
KFGX-7186,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,88.67,3432.54,Yes
TDHT-5429,Female,0,Yes,No,71,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,38.88,2971.25,Yes
KBYZ-8092,Female,0,No,Yes,3,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),100.19,313.5,No
XFEE-5608,Male,0,No,No,36,Yes,No phone service,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.98,4494.06,No
CTZQ-9211,Female,0,No,No,35,No,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,55.89,1998.26,No
QXCC-5788,Female,1,No,No,31,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),62.38,1865.53,No
DNEB-8728,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,31.61,1705.8,No
CYBL-9878,Female,0,No,No,11,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,102.41,1169.04,No
EKBX-5749,Male,0,No,No,17,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,59.12,935.74,No
RFEP-4017,Female,0,No,No,60,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,57.0,3308.73,No
MSZC-7717,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),40.31,1243.77,Yes
MMAF-7270,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,115.97,4928.95,No
PIMK-8493,Male,0,Yes,No,45,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.02,3454.66,No
FGEK-9826,Male,0,No,No,38,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,100.63,3780.76,No
JJKU-6131,Female,1,Yes,No,62,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),59.21,3447.31,No
NMLG-1080,Female,0,Yes,No,54,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Electronic check,72.88,4314.07,No
HBXM-2526,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,26.91,1011.61,Yes
JIBO-4533,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,66.83,1893.51,No
DRDQ-5095,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,Yes,Electronic check,50.58,491.24,No
AVZX-1132,Male,0,No,No,38,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),54.3,1922.3,No
TLGK-0529,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),31.38,1391.39,No
WZBN-1302,Male,0,No,No,19,No,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Electronic check,83.85,1730.01,No
MIGO-6313,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),29.39,725.36,Yes
VKCQ-7443,Male,0,No,No,37,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,112.72,4152.76,Yes
FSYE-2095,Male,0,No,Yes,10,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),55.48,587.36,No
OBCQ-8717,Female,0,No,Yes,35,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),77.87,2507.71,No
NYQU-7136,Male,1,No,No,31,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.17,2387.02,No
CLUX-9238,Female,0,No,No,61,Yes,No,No,Yes,No,No internet service,No,No,No,One year,Yes,Electronic check,108.85,6972.62,No
NGQL-3385,Female,0,Yes,Yes,15,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,23.98,374.0,Yes
PYVV-4417,Male,1,Yes,No,41,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Electronic check,65.41,2765.32,No
HKMQ-7411,Male,0,No,Yes,30,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.66,1830.1,No
NOFK-8058,Male,0,Yes,No,69,No,No,No,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,104.52,7675.07,Yes
HKVS-7808,Male,1,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),89.8,1071.04,No
NOPV-5309,Female,0,No,Yes,35,Yes,No,No,No,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,102.01,3777.59,No
HRAB-0080,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,107.12,980.41,No
MTZV-6156,Male,1,No,No,47,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),24.91,1105.25,Yes
ZNZR-1960,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,108.11,2062.67,Yes
HKCF-8586,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),43.88,1165.84,No
IRLH-7136,Male,0,Yes,No,18,Yes,Yes,No,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,60.29,1084.53,No
KTPD-5959,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.92,513.4,No
CIJN-1568,Male,1,Yes,No,55,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,23.68,1206.14,No
MSZS-6376,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.74,492.06,No
UWSL-1512,Male,0,No,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),48.38,1949.23,No
VEXI-2922,Male,0,Yes,No,59,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,98.18,5613.63,No
VOAG-0497,Female,0,Yes,Yes,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,60.19,3294.61,No
TEDL-3710,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,49.24,94.73,No
SIDZ-4131,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),89.32,3508.37,Yes
OBDF-6922,Male,1,No,Yes,42,No,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),99.05,4467.07,Yes
ZVLC-1740,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.18,1820.27,No
CZHD-6916,Male,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,21.7,967.17,No
EEFM-8576,Male,0,Yes,No,8,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),99.24,812.39,No
YTBG-5088,Male,1,No,No,17,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,82.51,1293.29,No
BCEE-0773,Male,0,No,No,20,No,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,69.69,1315.49,No
MWOK-9259,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,68.04,1815.65,No
JLIA-4370,Male,0,No,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.99,947.57,No
YVTY-4440,Female,1,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.04,603.35,Yes
QXLX-5311,Male,0,No,No,43,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,90.11,3632.05,No
IETZ-0625,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.16,302.62,No
EUEA-0293,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,No,Mailed check,33.93,1898.38,No
URXK-1818,Male,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,78.33,2982.35,No
GXOK-1653,Female,0,Yes,No,55,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,29.64,1468.3,No
WMTP-1967,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,87.92,5113.12,No
RUAW-7545,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,No,Electronic check,82.99,929.59,No
OBAW-6991,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,58.13,116.91,No
RQZH-7078,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,96.01,1341.61,No
NDAA-2448,Male,0,No,Yes,34,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,48.4,1712.79,Yes
ZBRF-8088,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,113.46,3574.41,No
PMIU-8315,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),19.76,1428.04,No
NDFS-5118,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,One year,No,Mailed check,28.8,2001.13,Yes
WSMK-0756,Female,0,No,No,17,Yes,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,76.93,1233.01,No
YUOA-9642,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,83.85,1899.65,No
YAQQ-2592,Female,0,No,Yes,45,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.26,5584.12,No
HNNJ-1824,Male,0,No,Yes,11,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,42.08,454.7,Yes
ZHPB-5498,Male,0,Yes,Yes,57,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),95.68,5230.25,No
LEBP-4365,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),40.75,2068.02,No
NRLK-4664,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,113.36,3663.46,Yes
OYDK-2345,Female,0,No,Yes,63,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.78,3915.04,No
SBND-4327,Male,1,No,No,65,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,23.16,1548.52,Yes
PJDR-1039,Female,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),40.66,1350.75,Yes
YKGL-9667,Female,0,No,Yes,13,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,No,Credit card (automatic),56.03,796.55,No
QJJX-3335,Female,1,Yes,No,9,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),51.18,476.52,No
GVAL-7965,Male,0,No,No,64,No,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,3787.68,Yes
VUVI-9897,Female,0,Yes,Yes,63,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.58,5131.01,No
ZYJH-7094,Male,0,Yes,Yes,40,Yes,No,No,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,48.25,1876.86,No
DRXS-3698,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,23.09,424.05,Yes
RSDJ-0614,Female,0,Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,63.71,4220.62,No
OQCL-1064,Male,0,Yes,No,8,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),61.79,469.19,No
QVPE-2698,Female,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,68.81,582.75,No
NMYY-1264,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),51.32,915.12,No
RCJV-6806,Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.81,1333.74,No
XNSD-9596,Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),55.4,3048.84,No
MNDH-4032,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,45.28,697.76,No
IHAF-8630,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,67.48,197.81,No
BELU-7571,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,26.55,578.72,No
CVLZ-2551,Male,0,Yes,No,43,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),89.7,4216.63,No
WLBF-0216,Female,1,Yes,No,26,Yes,No,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,94.23,2491.62,No
THVL-9348,Male,0,Yes,No,33,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.49,2990.95,Yes
WPJY-6073,Male,0,No,No,3,Yes,No,No,No,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),95.95,308.37,No
CPMW-2754,Male,1,Yes,No,50,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.86,2339.07,No
THXL-0843,Female,0,Yes,No,1,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.27,30.34,No
FVRH-6045,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.91,1235.51,Yes
TBND-0611,Female,0,No,No,1,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.31,109.52,No
IUBY-8023,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Electronic check,105.38,6503.17,No
WZDR-6525,Male,0,No,Yes,21,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),21.38,481.44,No
KOVE-3909,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),114.63,1924.3,No
FRMC-7952,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),87.26,1715.0,No
PGTN-8421,Male,0,No,No,17,Yes,No phone service,No,No,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),116.87,2179.59,No
BCRN-3198,Female,0,Yes,No,49,No,No,DSL,No internet service,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),36.41,1825.53,No
BYVA-3053,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.05,1316.9,No
CCIF-8417,Female,0,Yes,Yes,19,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),92.78,1925.56,Yes
UBDY-3315,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),115.96,5571.57,No
KBWS-2421,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),29.67,1247.44,No
JYBK-1786,Male,0,No,No,56,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,99.09,5775.29,No
SICU-8260,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,72.38,2209.69,No
DDGH-0463,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,67.93,3761.21,Yes
TDFG-1432,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,27.89,1324.31,Yes
GVNG-4546,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.98,374.07,No
BUVF-4969,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),69.88,3381.93,No
XGEA-4914,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),56.07,1306.23,No
UREM-3020,Female,0,No,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.92,2199.7,Yes
KUTW-4931,Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,44.88,138.78,No
TPRH-2835,Male,0,No,Yes,30,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),109.19,3523.91,Yes
JUJM-0807,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),48.49,2158.49,No
IIAB-0919,Male,0,No,No,17,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,40.64,683.2,Yes
HUKW-1757,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,114.68,639.73,Yes
QOQW-7240,Male,0,No,No,37,No,No phone service,No,No,No internet service,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),18.83,730.87,No
WEHM-7860,Female,0,Yes,No,44,No,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,96.39,4095.16,No
MSXC-7043,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.47,1071.56,No
UHZN-3326,Female,1,Yes,No,58,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),41.03,2518.8,No
SSKZ-4457,Female,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,95.13,1543.95,No
JFOP-0778,Male,1,Yes,Yes,8,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),51.98,449.5,No
IBOR-2033,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),97.36,1552.5,Yes
NIIY-9619,Female,0,No,No,61,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,72.96,4016.59,No
UDLH-1541,Female,0,No,No,39,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.86,3785.38,Yes
KJOQ-7168,Female,0,No,No,57,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.3,1539.81,Yes
