gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_monthly_spend
Male,0,1,0,54,1,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,0,Electronic check,112.24,5761.79,0,4+ years,106.7
Male,0,0,0,46,1,Yes,No,No,Yes,No,Yes,No internet service,No,Month-to-month,1,Electronic check,74.51,3174.29,0,2-4 years,69.01
Female,0,1,0,26,1,Yes,No,No,No,No internet service,No,Yes,No,Two year,0,Credit card (automatic),99.04,2552.46,0,2-4 years,98.17
Male,1,0,0,17,1,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,1,Electronic check,110.06,1868.87,0,1-2 years,109.93
Female,0,1,0,50,1,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,1,Electronic check,22.86,1036.07,0,4+ years,20.72
Male,0,0,0,59,1,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Two year,1,Credit card (automatic),62.75,4025.65,0,4+ years,68.23
Male,0,1,0,56,0,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,1,Credit card (automatic),53.38,3196.89,0,4+ years,57.09
Male,0,1,0,66,1,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,0,Electronic check,62.68,4238.28,0,4+ years,64.22
Female,0,0,0,1,1,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,0,Bank transfer (automatic),29.98,32.46,1,0-1 year,32.46
Male,0,1,0,10,1,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,116.33,1218.09,0,0-1 year,121.81
Male,1,0,0,12,0,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,0,Electronic check,77.95,859.0,0,0-1 year,71.58
Male,0,1,0,39,1,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,1,Mailed check,113.43,4151.39,0,2-4 years,106.45
Female,0,1,1,5,1,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-month,0,Electronic check,65.81,307.2,0,0-1 year,61.44
Female,0,0,0,11,1,No phone service,DSL,No,No,No internet service,No,No,No,Two year,1,Mailed check,47.8,480.14,0,0-1 year,43.65
Male,0,1,0,42,1,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,0,Electronic check,88.67,3432.54,1,2-4 years,81.73
Female,0,1,0,71,1,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,0,Mailed check,38.88,2971.25,1,4+ years,41.85
Female,0,0,1,3,1,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,1,Credit card (automatic),100.19,313.5,0,0-1 year,104.5
Male,0,0,0,36,1,No phone service,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,1,Credit card (automatic),113.98,4494.06,0,2-4 years,124.84
Female,0,0,0,35,0,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,1,Mailed check,55.89,1998.26,0,2-4 years,57.09
Female,1,0,0,31,1,No,DSL,No,No,No,Yes,No,No internet service,One year,0,Credit card (automatic),62.38,1865.53,0,2-4 years,60.18
Female,0,1,0,56,1,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,1,Electronic check,31.61,1705.8,0,4+ years,30.46
Female,0,0,0,11,1,No,DSL,No internet service,Yes,No,No internet service,No,No,Two year,1,Mailed check,102.41,1169.04,0,0-1 year,106.28
Male,0,0,0,17,1,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,1,Electronic check,59.12,935.74,0,1-2 years,55.04
Female,0,0,0,60,1,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,1,Electronic check,57.0,3308.73,0,4+ years,55.15
Male,0,1,0,30,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),40.31,1243.77,1,2-4 years,41.46
Male,0,0,0,39,1,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,1,Electronic check,115.97,4928.95,0,2-4 years,126.38
Male,0,1,0,45,1,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),74.02,3454.66,0,2-4 years,76.77
Male,0,0,0,38,1,No,DSL,No,Yes,Yes,No internet service,No,Yes,One year,0,Mailed check,100.63,3780.76,0,2-4 years,99.49
Female,1,1,0,62,1,Yes,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,0,Bank transfer (automatic),59.21,3447.31,0,4+ years,55.6
Female,0,1,0,54,1,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,1,Electronic check,72.88,4314.07,0,4+ years,79.89
Male,0,1,0,39,1,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,1,Electronic check,26.91,1011.61,1,2-4 years,25.94
Female,0,0,0,28,1,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,1,Electronic check,66.83,1893.51,0,2-4 years,67.63
Female,0,0,1,10,1,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,1,Electronic check,50.58,491.24,0,0-1 year,49.12
Male,0,0,0,38,1,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,0,Credit card (automatic),54.3,1922.3,0,2-4 years,50.59
Male,0,1,0,43,1,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,0,Credit card (automatic),31.38,1391.39,0,2-4 years,32.36
Male,0,0,0,19,0,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,0,Electronic check,83.85,1730.01,0,1-2 years,91.05
Female,0,1,0,26,1,Yes,DSL,No,Yes,No,No,No,Yes,Two year,1,Bank transfer (automatic),29.39,725.36,1,2-4 years,27.9
Male,0,0,0,37,1,Yes,No,Yes,No,Yes,No,Yes,No internet service,Two year,1,Mailed check,112.72,4152.76,1,2-4 years,112.24
Male,0,0,1,10,1,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,0,Bank transfer (automatic),55.48,587.36,0,0-1 year,58.74
Female,0,0,1,35,0,Yes,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,1,Bank transfer (automatic),77.87,2507.71,0,2-4 years,71.65
Male,1,0,0,31,1,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,1,Electronic check,73.17,2387.02,0,2-4 years,77.0
Female,0,0,0,61,1,No,No,Yes,No,No internet service,No,No,No,One year,1,Electronic check,108.85,6972.62,0,4+ years,114.31
Female,0,1,1,15,0,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,1,Mailed check,23.98,374.0,1,1-2 years,24.93
Male,1,1,0,41,1,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,1,Electronic check,65.41,2765.32,0,2-4 years,67.45
Male,0,0,1,30,1,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),67.66,1830.1,0,2-4 years,61.0
Male,0,1,0,69,0,No,No,No internet service,No,No,No,No,Yes,One year,1,Electronic check,104.52,7675.07,1,4+ years,111.23
Male,1,0,0,12,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),89.8,1071.04,0,0-1 year,89.25
Female,0,0,1,35,1,No,No,No,No,No internet service,Yes,No,Yes,Two year,1,Electronic check,102.01,3777.59,0,2-4 years,107.93
Male,0,0,1,10,1,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,1,Electronic check,107.12,980.41,0,0-1 year,98.04
Male,1,0,0,47,1,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,One year,1,Bank transfer (automatic),24.91,1105.25,1,2-4 years,23.52
Female,0,1,0,19,1,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,0,Electronic check,108.11,2062.67,1,1-2 years,108.56
Male,0,1,0,28,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,0,Bank transfer (automatic),43.88,1165.84,0,2-4 years,41.64
Male,0,1,0,18,1,Yes,No,No,No,No internet service,No,No internet service,Yes,One year,1,Mailed check,60.29,1084.53,0,1-2 years,60.25
Female,0,1,0,5,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),104.92,513.4,0,0-1 year,102.68
Male,1,1,0,55,1,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,0,Electronic check,23.68,1206.14,0,4+ years,21.93
Female,0,0,1,17,1,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,1,Bank transfer (automatic),31.74,492.06,0,1-2 years,28.94
Male,0,0,0,41,1,No,DSL,No,No,Yes,Yes,Yes,No internet service,Two year,1,Credit card (automatic),48.38,1949.23,0,2-4 years,47.54
Male,0,1,0,59,1,Yes,No,Yes,No,No,Yes,No internet service,No,Month-to-month,0,Mailed check,98.18,5613.63,0,4+ years,95.15
Female,0,1,1,55,1,No,DSL,No,No,No,No,No,No,One year,0,Mailed check,60.19,3294.61,0,4+ years,59.9
Female,1,0,0,2,1,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,1,Electronic check,49.24,94.73,0,0-1 year,47.36
Male,0,0,0,38,1,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,1,Credit card (automatic),89.32,3508.37,1,2-4 years,92.33
Male,1,0,1,42,0,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,1,Credit card (automatic),99.05,4467.07,1,2-4 years,106.36
Female,0,1,0,27,1,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),65.18,1820.27,0,2-4 years,67.42
Male,0,0,0,41,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,0,Electronic check,21.7,967.17,0,2-4 years,23.59
Male,0,1,0,8,1,No,No,Yes,No,Yes,No internet service,Yes,Yes,Two year,0,Bank transfer (automatic),99.24,812.39,0,0-1 year,101.55
Male,1,0,0,17,1,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,1,Electronic check,82.51,1293.29,0,1-2 years,76.08
Male,0,0,0,20,0,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,1,Mailed check,69.69,1315.49,0,1-2 years,65.77
Male,0,1,0,25,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Electronic check,68.04,1815.65,0,2-4 years,72.63
Male,0,0,1,22,1,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),43.99,947.57,0,1-2 years,43.07
Female,1,0,0,9,1,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,1,Bank transfer (automatic),70.04,603.35,1,0-1 year,67.04
Male,0,0,0,43,1,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,1,Electronic check,90.11,3632.05,0,2-4 years,84.47
Male,0,1,0,12,1,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),25.16,302.62,0,0-1 year,25.22
Male,0,1,0,52,1,Yes,DSL,No,Yes,No,No,No internet service,No,One year,0,Mailed check,33.93,1898.38,0,4+ years,36.51
Male,1,0,0,36,1,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,1,Mailed check,78.33,2982.35,0,2-4 years,82.84
Female,0,1,0,55,1,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,1,Electronic check,29.64,1468.3,0,4+ years,26.7
Male,0,0,0,58,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,0,Electronic check,87.92,5113.12,0,4+ years,88.16
Male,0,1,1,11,1,No,Fiber optic,No,No,No,No,No internet service,No,One year,0,Electronic check,82.99,929.59,0,0-1 year,84.51
Male,0,1,1,2,1,No,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,58.13,116.91,0,0-1 year,58.46
Female,0,1,0,13,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,96.01,1341.61,0,1-2 years,103.2
Male,0,0,1,34,1,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,One year,1,Mailed check,48.4,1712.79,1,2-4 years,50.38
Male,0,1,1,29,1,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,1,Electronic check,113.46,3574.41,0,2-4 years,123.26
Female,0,1,1,70,1,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,0,Bank transfer (automatic),19.76,1428.04,0,4+ years,20.4
Female,0,1,1,65,1,Yes,No,No internet service,No,Yes,No,No,Yes,One year,0,Mailed check,28.8,2001.13,1,4+ years,30.79
Female,0,0,0,17,1,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,76.93,1233.01,0,1-2 years,72.53
Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,83.85,1899.65,0,2-4 years,75.99
Female,0,0,1,45,1,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,117.26,5584.12,0,2-4 years,124.09
Male,0,0,1,11,1,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,1,Mailed check,42.08,454.7,1,0-1 year,41.34
Male,0,1,1,57,1,No,No,No,No internet service,No,No,No internet service,No internet service,One year,1,Bank transfer (automatic),95.68,5230.25,0,4+ years,91.76
Male,0,0,0,56,1,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),40.75,2068.02,0,4+ years,36.93
Female,0,0,0,31,1,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,0,Mailed check,113.36,3663.46,1,2-4 years,118.18
Female,0,0,1,63,0,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),61.78,3915.04,0,4+ years,62.14
Male,1,0,0,65,1,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,0,Electronic check,23.16,1548.52,1,4+ years,23.82
Female,0,0,1,36,1,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,0,Credit card (automatic),40.66,1350.75,1,2-4 years,37.52
Female,0,0,1,13,1,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,0,Credit card (automatic),56.03,796.55,0,1-2 years,61.27
Female,1,1,0,9,1,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,1,Credit card (automatic),51.18,476.52,0,0-1 year,52.95
Male,0,0,0,64,0,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,1,Mailed check,59.8,3787.68,1,4+ years,59.18
Female,0,1,1,63,1,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,80.58,5131.01,0,4+ years,81.44
Male,0,1,1,40,1,No,No,No,Yes,No,Yes,No,Yes,One year,0,Mailed check,48.25,1876.86,0,2-4 years,46.92
Male,0,0,1,20,1,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,One year,1,Mailed check,23.09,424.05,1,1-2 years,21.2
Female,0,1,0,68,1,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,1,Electronic check,63.71,4220.62,0,4+ years,62.07
Male,0,1,0,8,1,No,No,No,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),61.79,469.19,0,0-1 year,58.65
Female,1,1,1,8,1,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,0,Electronic check,68.81,582.75,0,0-1 year,72.84
Female,0,1,0,17,1,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,One year,0,Credit card (automatic),51.32,915.12,0,1-2 years,53.83
Male,0,0,1,68,1,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,1,Bank transfer (automatic),18.81,1333.74,0,4+ years,19.61
Female,0,1,1,61,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),55.4,3048.84,0,4+ years,49.98
Male,0,0,1,15,1,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,45.28,697.76,0,1-2 years,46.52
Female,0,0,1,3,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,67.48,197.81,0,0-1 year,65.94
Male,0,1,1,20,1,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,1,Electronic check,26.55,578.72,0,1-2 years,28.94
Male,0,1,0,43,1,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,0,Credit card (automatic),89.7,4216.63,0,2-4 years,98.06
Female,1,1,0,26,1,No,No,Yes,Yes,Yes,No,No,No,Two year,1,Mailed check,94.23,2491.62,0,2-4 years,95.83
Male,0,1,0,33,1,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,1,Electronic check,86.49,2990.95,1,2-4 years,90.63
Male,0,0,0,3,1,No,No,No,No internet service,No,No internet service,No,No,Two year,1,Bank transfer (automatic),95.95,308.37,0,0-1 year,102.79
Male,1,1,0,50,0,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,1,Bank transfer (automatic),46.86,2339.07,0,4+ years,46.78
Female,0,1,0,1,1,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,1,Bank transfer (automatic),30.27,30.34,0,0-1 year,30.34
Male,0,0,0,31,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),37.91,1235.51,1,2-4 years,39.86
Female,0,0,0,1,1,No,No,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,101.31,109.52,0,0-1 year,109.52
Female,0,0,1,57,1,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,1,Electronic check,105.38,6503.17,0,4+ years,114.09
Male,0,0,1,21,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),21.38,481.44,0,1-2 years,22.93
Female,0,1,0,18,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),114.63,1924.3,0,1-2 years,106.91
Female,0,1,1,19,1,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,1,Bank transfer (automatic),87.26,1715.0,0,1-2 years,90.26
Male,0,0,0,17,1,No phone service,No,No,Yes,No,Yes,Yes,No internet service,Two year,0,Bank transfer (automatic),116.87,2179.59,0,1-2 years,128.21
Female,0,1,0,49,0,No,DSL,No internet service,No,No internet service,No,No,No,Two year,1,Credit card (automatic),36.41,1825.53,0,4+ years,37.26
Female,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,100.05,1316.9,0,1-2 years,101.3
Female,0,1,1,19,0,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,0,Bank transfer (automatic),92.78,1925.56,1,1-2 years,101.35
Male,0,0,0,44,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),115.96,5571.57,0,2-4 years,126.63
Female,0,0,0,46,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),29.67,1247.44,0,2-4 years,27.12
Male,0,0,0,56,1,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,0,Electronic check,99.09,5775.29,0,4+ years,103.13
Male,0,1,0,30,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Mailed check,72.38,2209.69,0,2-4 years,73.66
Male,0,1,0,51,1,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Two year,1,Mailed check,67.93,3761.21,1,4+ years,73.75
Male,0,1,0,45,1,Yes,DSL,No,Yes,No,No,No,Yes,One year,1,Electronic check,27.89,1324.31,1,2-4 years,29.43
Female,0,1,0,6,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),60.98,374.07,0,0-1 year,62.34
Male,0,1,0,48,1,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,1,Bank transfer (automatic),69.88,3381.93,0,2-4 years,70.46
Female,0,0,0,22,1,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,1,Bank transfer (automatic),56.07,1306.23,0,1-2 years,59.37
Female,0,0,0,40,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),56.92,2199.7,1,2-4 years,54.99
Male,0,0,1,3,1,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,1,Mailed check,44.88,138.78,0,0-1 year,46.26
Male,0,0,1,30,1,No,No,No,Yes,Yes,No,No,No,Month-to-month,0,Credit card (automatic),109.19,3523.91,1,2-4 years,117.46
Female,0,0,0,46,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),48.49,2158.49,0,2-4 years,46.92
Male,0,0,0,17,1,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,40.64,683.2,1,1-2 years,40.19
Male,0,0,0,6,1,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,1,Mailed check,114.68,639.73,1,0-1 year,106.62
Male,0,0,0,37,0,No phone service,No,No,No internet service,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),18.83,730.87,0,2-4 years,19.75
Female,0,1,0,44,0,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,1,Electronic check,96.39,4095.16,0,2-4 years,93.07
Female,0,1,1,27,1,Yes,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,1,Bank transfer (automatic),40.47,1071.56,0,2-4 years,39.69
Female,1,1,0,58,1,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),41.03,2518.8,0,4+ years,43.43
Female,0,1,0,17,1,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,0,Electronic check,95.13,1543.95,0,1-2 years,90.82
Male,1,1,1,8,1,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Two year,0,Credit card (automatic),51.98,449.5,0,0-1 year,56.19
Female,0,0,0,15,1,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,1,Credit card (automatic),97.36,1552.5,1,1-2 years,103.5
Female,0,0,0,61,1,Yes,DSL,No internet service,No,No,No,No,Yes,One year,1,Electronic check,72.96,4016.59,0,4+ years,65.85
Female,0,0,0,39,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),95.86,3785.38,1,2-4 years,97.06
Female,0,0,0,57,1,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,1,Bank transfer (automatic),25.3,1539.81,1,4+ years,27.01
Female,0,1,0,65,1,Yes,DSL,Yes,Yes,No,No internet service,No,No,Two year,0,Bank transfer (automatic),90.65,5640.6,1,4+ years,86.78
Male,1,1,0,68,0,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),77.39,5139.96,0,4+ years,75.59
Female,0,1,0,18,1,Yes,No,No,No internet service,No,No internet service,No,No,Two year,1,Mailed check,101.74,1871.85,0,1-2 years,103.99
Male,0,1,1,26,1,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,36.58,937.37,0,2-4 years,36.05
Female,0,0,1,29,1,Yes,No,No,No internet service,No,No,No,Yes,One year,0,Mailed check,73.29,2124.69,0,2-4 years,73.27
